,text,sentiment
9199,-PRON- do not have a ticket -PRON- boyfriend be not that into -PRON- -PRON- may rain and -PRON- be on a budgetboo   -PRON-    tho,positive
9200,try to figure out what to do tonight see the game social event w friend or stay home and play the st out of -PRON- drum,neutral
9201,Aww -PRON- hear -PRON- just miss -PRON- two,negative
9202,-PRON- head feel sooooooooooo much well,positive
9203,have a pretty good day Lets see how the night go   oh -PRON- have to work all day tomorrow no picnic for -PRON-,positive
9204,Happy Star Wars Day    May the Fourth be with -PRON-,positive
9205,the mother day classic go really well despite the cold   start,positive
9206,watch the original sabrina the teenage witch movie so different from the series but so rad,positive
9207,need to wash -PRON- cat Uncool,negative
9208,oh hell -PRON- forget the nonalcoholic cider for Mondays dinner MPP be teetotaler now must drive to Waupoos have   case of wine in car,negative
9209,-PRON- mum would be happy to receive   handbag and a card from -PRON- today heheee,positive
9210,-PRON- know -PRON- love -PRON- some Jordiebut that be not the good version of CG admit itlol,neutral
9211,Patrick should come here and say hi,negative
9212,Bumper Sticker if -PRON- do not want to stand up for -PRON- troop feel free to stand in front of -PRON- thank -PRON- to all in the military,positive
9213,-PRON- should come out,neutral
9214,fun fun night   miss -PRON- night tweet,neutral
9215,what day be -PRON- what s FF -PRON- be bad than -PRON-,negative
9216,can i have some follower     -PRON- be so sad     now that IM LOSING HOPE pressure,negative
9217,-PRON- goodness another hit another run,positive
9218,someone please tighten some bolt in -PRON- brain   s   there be too many part loose some may even be miss,negative
9219,and no -PRON- do not burn the egg   -PRON- have a blast and the food be great all weekend -PRON- have an awesome carne asada too,positive
9220,-PRON- have just look the time and -PRON- be BGT in   -PRON- may hibernate for an hour or so,neutral
9221,ok so -PRON- sister be go camping -PRON- be so mad because i have to work tomorrow       have fun,neutral
9222,-PRON-   here hmm wat to do not sleep for shure,neutral
9223,-PRON- have have a sore throat since monday morning -PRON- be just sick of -PRON- hurtin and -PRON- want some freakin sleep,negative
9224,allergy suck duck nuts,negative
9225,-PRON- be both follow and -PRON- do not think -PRON- have see -PRON- online lol,neutral
9226,yaayy can not wait for today girl   get to get dressed this early because be go early,positive
9227,when will Medhurst play again,neutral
9228,-PRON- feel like an MM McFlurry   mmm but -PRON- will not get one coz -PRON- need to look good for when -PRON- go to the States   week   go aaaaahhhh,neutral
9229,ugh just get out of work i think -PRON- be a dang taxi for ppl but i just can not say no   o well -PRON- -PRON- fault,negative
9230,be anybody up   -PRON- be sooo bored,negative
9231,well -PRON- eff the iphone   -PRON- be nice know -PRON-,positive
9232,Watched Wolverine yesterday   a spur of the moment kinda thing Awesome so proud that a south african director do that,positive
9233,-PRON- do not like fishfinger -PRON- do not like fish or seafood really but enjoy -PRON-,neutral
9234,have lunch at a japanese sushi restaurant   -PRON- order in Japanese as -PRON- usually do in sushi place Cambodian waitress do not have a clue,neutral
9235,get cd ready for tour,neutral
9236,leave a comment on -PRON- blog post,neutral
9237,wish i could go out of town this weekend,positive
9238,and of course -PRON- happen on the day -PRON- get a carwash,neutral
9239,sooo mad,neutral
9240,well Evernote be give away Wireless SD card   fllwng thm on twitter   tweet abt evernoteeyefi but USCAN only,neutral
9241,-PRON- expect -PRON- to be warm as usual and now -PRON- be stick wear a sun dress on a cold day,negative
9242,really good but -PRON- definitely not a   so many people get burn alive,positive
9243,i cantttt   -PRON- grandparent be here,negative
9244,-PRON- too hot to be sit in an office   -PRON- wanna be out in the sun shineeeee,negative
9245,-PRON- need to look at apartment tomorrow,neutral
9246,yTony -PRON- have Pad Thai   time last night   ragoon lol yumb,neutral
9247,Aww thank jon that s very thoughtfulu know how to make the lady feel special,positive
9248,youtube be make of fail right now or maybe -PRON- just -PRON- that -PRON- hate,negative
9249,huh    what s wrong with UNIX environment dev,negative
9250,just instal Windows   rc so far no mushroom cloud yet,neutral
9251,Fidel have no ball,neutral
9252,-PRON- be horrible at appraise peer work what be these Americans think when -PRON- compose poem or maybe -PRON- be the one with the problem,negative
9253,-PRON- have an awsome voice bored nothing to do i should really consider   go back to school yeah right -PRON- d rather cry of boredom   forever,neutral
9254,tell -PRON- friend to tie -PRON- to the railing -PRON- expect a tweet tomorrow about headache and feel tired,negative
9255,-PRON- guess -PRON- be not talk about Orlando Magic   there be nothing magical about -PRON-,negative
9256,rrobert -PRON- look forward to seeing and share,positive
9257,that s kinda cute to be honest,positive
9258,be not -PRON- only like   episode though sad,negative
9259,go to take -PRON- quite easy today actually yesterday be great but -PRON- take a lot of energy out of -PRON- go out for some pirating later,neutral
9260,coza   Yep live and learn,neutral
9261,lmao -PRON- true,positive
9262,go to that person and click the green arrow follow then -PRON- will see remove,neutral
9263,now that s what i like to hear    -PRON- will not unfollow -PRON- little people on Twitter when -PRON- make -PRON- big will u,positive
9264,-PRON- poor baby -PRON- think -PRON- allergy Can -PRON- do amythe about -PRON- bc -PRON- s be that way sence monday,negative
9265,leave minneapolis do some homework and go to watch -PRON- brother tennis match later,neutral
9266,-PRON- be watch some of -PRON- video in YouTube -PRON- be funny David   oh and TALENTED of course,positive
9267,-PRON- wish -PRON- could sleep forever,positive
9268,classic SNL digital short tonight be -PRON- mother lover   ha ha too good,positive
9269,-PRON- be go to miss the senior so much   do not goo,negative
9270,there s nothing like -PRON- own pillow,neutral
9271,i have a really good day today,positive
9272,WTF Twitter do not support message from -PRON- phone -PRON- want to be able to Twit while on vacay    poo on -PRON- Twitter,negative
9273,hav a pork scratching,neutral
9274,be get ready to go over to the apartment,neutral
9275,mueller yes i love -PRON-   -PRON- just a little bit complicated because i want -PRON- on -PRON- BB   but -PRON- do not work,neutral
9276,Wallace and Gromit be on,neutral
9277,of -PRON-   follower be random spammer,negative
9278,-PRON- too nice to be inside,positive
9279,Goooood Luck,positive
9280,happy moms day,positive
9281,wow -PRON- be trick into the hoppusday hype today,positive
9282,nah -PRON- be act like a    -PRON- show suck last night,negative
9283,MCM be still -PRON- next main event   Ill be happy to get back run soon   still runless for   day,positive
9284,sprigge   keen skydiver take off thousand of time in plane but rarely land in -PRON-,neutral
9285,last library day before Doomsday Urgh be nice to wake up with -PRON- Jbum though -PRON- s still sleep now cute,neutral
9286,lol sorry bout today   do u get -PRON-   what else R U guyz doinq cuz i have to c if -PRON- be eligable howeva itz spell lol,negative
9287,Happy Mothers Day to all the Mommas to be and Mommas currently   have a wonderful day,positive
9288,more day until CA i get to see -PRON- paniniii,neutral
9289,early monday cram yay only a few week leave,neutral
9290,lol   monkey,neutral
9291,OMGthank -PRON- so much for send that -PRON- have not see yet so love the new Phoenix too bad -PRON- be not come to Seattle,neutral
9292,need to replace MacBook display CHF   for work and hardware   almost half of the mb price,neutral
9293,Mashup Monday in honour of the swine flu hysteria,neutral
9294,just check library website and girl with dragon tattoo be check out,neutral
9295,maybe -PRON- be wrong this week could have stay good but -PRON- do not,negative
9296,what happen to -PRON- phone,neutral
9297,rock week   i do not think dannys go to go home this week   -PRON- s never be in the bottom three and -PRON- s a really good singer,positive
9298,back again almost the last haul    at Wagners Casa in Bend,neutral
9299,Happy Mothers Day to all the mom out there,positive
9300,go to the dmv todaysome thing never change,negative
9301,-PRON- hate -PRON- arrival in the employee parking lot,negative
9302,okay so someone have -PRON- key or -PRON- be really good at this hide from James game,neutral
9303,well i just get home and -PRON- not on till tmw at   but with comcast -PRON- on right now   but i do not miss -PRON-,positive
9304,exactly,neutral
9305,just hang with -PRON- bestie,positive
9306,happy mother day to all mother,positive
9307,-PRON- be just areply on -PRON- facebook status that -PRON- be a little upset,neutral
9308,Mmmmmmm -PRON- love espressothe app that be -PRON- guess the real thing help -PRON- work efficiently too,positive
9309,holy   -PRON- need to see that too bad -PRON- get to wait until tomorrow,neutral
9310,-PRON- be only allergic to some bunny be -PRON- allergic to all fur that suck be not that cosmic irony a furry allergic to fur,negative
9311,-PRON- just find out about the giveaway -PRON- wish -PRON- would have know soon   what happen with the unclaimed city,positive
9312,aww -PRON- friend just call and say that -PRON- get a well job so -PRON- will not be work with -PRON- anymore,negative
9313,rather than outdated   bigote at worst and outdate patronising imperialist monoculturalist   selfrighteous at good,negative
9314,apparently the big FEAR over the swine flu have pass    no seat on the subway for -PRON- this morning,neutral
9315,morning everyone,neutral
9316,i can not go on fb i find out -PRON- be an alien one morning and alien be not allow on fb   but YAYY CONGRATSES i miss yew tew,neutral
9317,-PRON- dm never send,neutral
9318,thank so much Jonsame to -PRON- mom     that be so sweet of -PRON- to think of all of -PRON-,positive
9319,-PRON- home make red velvet cupcake be pretty   good now to master the frosting goodnight,positive
9320,-PRON- have be to Tara Thai a few time for friend birthday and the food -PRON- have be pretty bad,negative
9321,be -PRON- still take call -PRON- be next to talk to -PRON- and -PRON- get disconnect before -PRON- get now,neutral
9322,be clear -PRON- be catholic but wholeheartedly agree with -PRON-   Same here be ambiguous tcot hhrs,positive
9323,-PRON- wanna go to the extra show really bad,negative
9324,i love that show -PRON- would totally go on Time Bandit deadliestcatch tpglove ocean crab leg suspense,positive
9325,awww that s not fair to -PRON- now -PRON- be a lil sad,negative
9326,Rawr and whatnot -PRON- be have a godawful drawing night tonight even less progress have be make than -PRON- expect,negative
9327,-PRON- tweet sooo much about -PRON- Gahd   Hahaha,neutral
9328,owww i think i tear something in -PRON- leg,negative
9329,-PRON- r the lost trooper but -PRON- want to know,negative
9330,just do not understand why this thing will not save -PRON- photo   Defo uggo lol,neutral
9331,really all that Ill look for -PRON- and will report back,neutral
9332,o i c i have no excuse i just love bein comfy,positive
9333,-PRON- can not use -PRON- blackberry today this suck,negative
